"Calendar Year","Quarter","Quarter Month from","Quarter Month to","County code","County","Permit Date","Permits: Incorporated Cities","Permits: Outside Incorporated Cities","Permits: Allocated Countywide","Total Permits","Taxable Transactions: Incorporated Cities","Taxable Transactions: Outside Incorporated Cities","Taxable Transactions: Unallocated","Total Taxable Transactions","Yearly Percentage Change (%)","Per Capita"
"2025","Q3","7","9","1","Alameda","9/30/2025","45032","2757","","47789","7881028965","253741762","1947096056","10081866783","1.11","6064.35"
"2025","Q3","7","9","10","Fresno","9/30/2025","20645","4173","","24818","4407813163","593189128","918489745","5919492036","2.15","5707.99"
"2025","Q3","7","9","11","Glenn","9/30/2025","577","336","","913","74980222","49967190","25183553","150130965","-2.84","5111.89"
"2025","Q3","7","9","12","Humboldt","9/30/2025","3032","2669","","5701","356076361","106498556","136162625","598737542","1.2","4474.3"
"2025","Q3","7","9","13","Imperial","9/30/2025","3199","576","","3775","568527739","72984360","203630711","845142810","-6.55","4531.62"
"2025","Q3","7","9","14","Inyo","9/30/2025","351","395","","746","56021478","41730915","31941348","129693741","6.32","6898.6"
"2025","Q3","7","9","15","Kern","9/30/2025","15181","7850","","23031","2890091764","1819627931","834961660","5544681355","2.41","6000.99"
"2025","Q3","7","9","16","Kings","9/30/2025","2199","501","","2700","431410209","67906163","120446617","619762989","-14.3","4024.04"
"2025","Q3","7","9","17","Lake","9/30/2025","627","1218","","1845","69007007","79579802","53070911","201657720","-5.17","2998.45"
"2025","Q3","7","9","18","Lassen","9/30/2025","310","403","","713","39130951","25526026","32149940","96806917","3.99","3371.18"
"2025","Q3","7","9","19","Los Angeles","9/30/2025","326550","22429","1","348980","39391346868","1832052289","9525785626","50749184783","1.29","5138.22"
"2025","Q3","7","9","2","Alpine","9/30/2025","","81","","81","","3614085","4448730","8062815","-8.96","6850.31"
"2025","Q3","7","9","20","Madera","9/30/2025","1789","1769","","3558","288201806","203358286","142100920","633661012","-1.36","3897.08"
"2025","Q3","7","9","21","Marin","9/30/2025","7919","1731","","9650","1189993711","136920152","339188287","1666102150","1.73","6545.28"
"2025","Q3","7","9","22","Mariposa","9/30/2025","","663","","663","","68224538","17375631","85600169","-0.36","5060.01"
"2025","Q3","7","9","23","Mendocino","9/30/2025","1492","2570","","4062","205583482","151804845","98244141","455632468","3.02","5072.33"
"2025","Q3","7","9","24","Merced","9/30/2025","3791","1337","","5128","647488217","229284292","279106207","1155878716","9.43","3943.9"
"2025","Q3","7","9","25","Modoc","9/30/2025","154","230","","384","11098838","5949312","15198298","32246448","3.34","3797.72"
"2025","Q3","7","9","26","Mono","9/30/2025","438","264","","702","66857281","30108660","33710520","130676461","-2.55","10302.46"
"2025","Q3","7","9","27","Monterey","9/30/2025","9061","3310","","12371","1753493434","366803784","425072722","2545369940","4.81","5800.34"
"2025","Q3","7","9","28","Napa","9/30/2025","4937","2723","","7660","675538235","276940976","198501420","1150980631","1.15","8455.38"
"2025","Q3","7","9","29","Nevada","9/30/2025","2462","2454","","4916","317923563","65043615","130137056","513104234","2.49","5112.94"
"2025","Q3","7","9","3","Amador","9/30/2025","735","730","","1465","37111140","70531260","40953701","148596101","0.24","3755.94"
"2025","Q3","7","9","30","Orange","9/30/2025","115714","2563","1","118278","18104685213","229622471","3596255095","21930562779","3.89","6906.34"
"2025","Q3","7","9","31","Placer","9/30/2025","10440","3823","","14263","2284057509","584821629","599130612","3468009750","5.07","8228.84"
"2025","Q3","7","9","32","Plumas","9/30/2025","92","1085","","1177","6905096","58045711","39220996","104171803","-0.73","5516.11"
"2025","Q3","7","9","33","Riverside","9/30/2025","62510","8603","1","71114","11435677009","994704589","2288688933","14719070531","3.12","5897.91"
"2025","Q3","7","9","34","Sacramento","9/30/2025","30629","14937","","45566","4338681588","3293107119","1585128865","9216917572","1.72","5743.54"
"2025","Q3","7","9","35","San Benito","9/30/2025","1137","543","","1680","138974789","82451612","70330635","291757036","3.32","4366.18"
"2025","Q3","7","9","36","San Bernardino","9/30/2025","62394","7122","","69516","12017990994","1094016390","2188390625","15300398009","6.77","6931.34"
"2025","Q3","7","9","37","San Diego","9/30/2025","89007","13235","","102242","15383488047","1561084863","3801165850","20745738760","4.43","6229.69"
"2025","Q3","7","9","38","San Francisco","9/30/2025","27901","","","27901","3688548194","","1251957695","4940505889","9.45","5867.4"
"2025","Q3","7","9","39","San Joaquin","9/30/2025","14920","3485","","18405","4740000159","710566480","816293074","6266859713","2.04","7776.65"
"2025","Q3","7","9","4","Butte","9/30/2025","5031","1489","","6520","760410885","98629190","190751190","1049791265","-0.34","5058.63"
"2025","Q3","7","9","40","San Luis Obispo","9/30/2025","7418","4290","","11708","1166572924","447108335","324005988","1937687247","11.65","6936.74"
"2025","Q3","7","9","41","San Mateo","9/30/2025","18093","1886","","19979","4073630738","521340585","1206549789","5801521112","6","7752.55"
"2025","Q3","7","9","42","Santa Barbara","9/30/2025","10447","3344","","13791","1797177103","264857933","470259133","2532294169","3.13","5663.42"
"2025","Q3","7","9","43","Santa Clara","9/30/2025","49345","1882","1","51228","11280582570","133878548","2898235504","14312696622","0.76","7445.77"
"2025","Q3","7","9","44","Santa Cruz","9/30/2025","5143","4354","","9497","775028912","297363769","243165605","1315558286","4.35","4988.66"
"2025","Q3","7","9","45","Shasta","9/30/2025","5155","2311","","7466","720070913","134045395","186259833","1040376141","0.44","5773.42"
"2025","Q3","7","9","46","Sierra","9/30/2025","19","103","","122","926946","4267912","4361738","9556596","-4.75","3014.7"
"2025","Q3","7","9","47","Siskiyou","9/30/2025","1411","856","","2267","121207786","29209598","68129202","218546586","2.77","5045.98"
"2025","Q3","7","9","48","Solano","9/30/2025","9668","624","","10292","2106112183","71281128","445076227","2622469538","3.72","5829.8"
"2025","Q3","7","9","49","Sonoma","9/30/2025","13238","6368","","19606","1931062009","525789128","536789965","2993641102","0.51","6199.97"
"2025","Q3","7","9","5","Calaveras","9/30/2025","206","1693","","1899","20903605","79883249","45854989","146641843","-2.32","3278.96"
"2025","Q3","7","9","50","Stanislaus","9/30/2025","10477","2836","","13313","2011753751","682917351","493707500","3188378602","0.78","5736.92"
"2025","Q3","7","9","51","Sutter","9/30/2025","2076","489","","2565","360909090","107228748","86907923","555045761","-2.65","5536.23"
"2025","Q3","7","9","52","Tehama","9/30/2025","899","986","","1885","190230377","81462469","55569628","327262474","15.54","5048.24"
"2025","Q3","7","9","53","Trinity","9/30/2025","","986","","986","","23275825","10403151","33678976","3.55","2120.31"
"2025","Q3","7","9","54","Tulare","9/30/2025","7437","2787","","10224","1869243478","313968746","411519356","2594731580","-1.72","5325.71"
"2025","Q3","7","9","55","Tuolumne","9/30/2025","517","1422","","1939","74123728","126830606","63841844","264796178","2.73","4871.43"
"2025","Q3","7","9","56","Ventura","9/30/2025","22364","2224","","24588","4079903958","176744564","847626879","5104275401","5.48","6157.11"
"2025","Q3","7","9","57","Yolo","9/30/2025","4658","757","","5415","1053103070","127741316","302072164","1482916550","2.71","6578.08"
"2025","Q3","7","9","58","Yuba","9/30/2025","444","1093","","1537","54402271","133985908","78733116","267121295","-3.73","3141.75"
"2025","Q3","7","9","59","Statewide","9/30/2025","","","114093","114093","","","48165748","48165748","-50.31",""
"2025","Q3","7","9","6","Colusa","9/30/2025","365","232","","597","65786391","53584823","38230835","157602049","1.56","7155.27"
"2025","Q3","7","9","7","Contra Costa","9/30/2025","23594","3564","","27158","3994290061","351933256","1169821547","5516044864","1.23","4762.5"
"2025","Q3","7","9","8","Del Norte","9/30/2025","239","306","","545","43853588","31118550","31449598","106421736","2.53","4009.26"
"2025","Q3","7","9","9","El Dorado","9/30/2025","1783","4772","","6555","293076042","369004476","233563027","895643545","5.27","4694.89"
"2025","Q3","7","9","","TOTAL","9/30/2025","1065252","168219","114097","1347568","172342095411","20347260199","42280570284","234969925894","2.79",""
"2025","Q2","4","6","1","Alameda","6/30/2025","44659","2721","","47380","8031473104","267035233","1910410062","10208918399","3.6","6140.77"
"2025","Q2","4","6","10","Fresno","6/30/2025","20467","4138","","24605","4483668138","599592966","955198584","6038459688","2.67","5822.71"
"2025","Q2","4","6","11","Glenn","6/30/2025","559","335","","894","81754871","67755906","26096968","175607745","3.47","5979.36"
"2025","Q2","4","6","12","Humboldt","6/30/2025","2999","2714","","5713","339867699","102823625","129274843","571966167","-0.85","4274.24"
"2025","Q2","4","6","13","Imperial","6/30/2025","3183","554","","3737","600964298","90284509","186604413","877853220","-12.45","4707.01"
"2025","Q2","4","6","14","Inyo","6/30/2025","377","389","","766","54529750","37842291","31673941","124045982","-11.44","6598.19"
"2025","Q2","4","6","15","Kern","6/30/2025","15020","7800","","22820","2961958809","1889378688","885064535","5736402032","0.28","6208.49"
"2025","Q2","4","6","16","Kings","6/30/2025","2182","498","","2680","417935576","100240635","105319102","623495313","3.65","4048.28"
"2025","Q2","4","6","17","Lake","6/30/2025","643","1234","","1877","71533164","85034628","48815588","205383380","-3.36","3053.85"
"2025","Q2","4","6","18","Lassen","6/30/2025","310","403","","713","39304010","24294360","29529474","93127844","-2.66","3243.06"
"2025","Q2","4","6","19","Los Angeles","6/30/2025","325023","22252","1","347276","40525248750","1832722688","9526001872","51883973310","-0.67","5253.11"
"2025","Q2","4","6","2","Alpine","6/30/2025","","79","","79","","2778142","4187312","6965454","-4.21","5917.97"
"2025","Q2","4","6","20","Madera","6/30/2025","1773","1768","","3541","306469781","203329066","143907617","653706464","-1.09","4020.36"
"2025","Q2","4","6","21","Marin","6/30/2025","7940","1741","","9681","1207144523","147746226","328468996","1683359745","2.27","6613.08"
"2025","Q2","4","6","22","Mariposa","6/30/2025","","686","","686","","60921393","18533804","79455197","0.63","4696.77"
"2025","Q2","4","6","23","Mendocino","6/30/2025","1482","2594","","4076","205141752","152138509","79262135","436542396","-3.38","4859.81"
"2025","Q2","4","6","24","Merced","6/30/2025","3787","1342","","5129","676470921","236411545","323852927","1236735393","13.5","4219.79"
"2025","Q2","4","6","25","Modoc","6/30/2025","152","235","","387","10933282","5417807","15049633","31400722","-2.41","3698.12"
"2025","Q2","4","6","26","Mono","6/30/2025","440","263","","703","53314826","18438118","28548105","100301049","2.56","7907.68"
"2025","Q2","4","6","27","Monterey","6/30/2025","8967","3379","","12346","1786937657","347349051","421374119","2555660827","7.71","5823.79"
"2025","Q2","4","6","28","Napa","6/30/2025","4926","2710","","7636","692089543","274745795","191735456","1158570794","-1.96","8511.14"
"2025","Q2","4","6","29","Nevada","6/30/2025","2462","2437","","4899","297608936","64451309","128433667","490493912","1.81","4887.64"
"2025","Q2","4","6","3","Amador","6/30/2025","738","725","","1463","40472024","74024296","38495067","152991387","-2.48","3867.03"
"2025","Q2","4","6","30","Orange","6/30/2025","114741","2572","1","117314","18171945903","243518965","3464499589","21879964457","0.81","6890.4"
"2025","Q2","4","6","31","Placer","6/30/2025","10333","3800","","14133","2393296605","527873214","588660462","3509830281","-0.08","8328.07"
"2025","Q2","4","6","32","Plumas","6/30/2025","87","1062","","1149","5550770","50213441","41705727","97469938","7.13","5161.24"
"2025","Q2","4","6","33","Riverside","6/30/2025","62454","8523","1","70978","12030616297","1045844505","2163520796","15239981598","-0.8","6106.64"
"2025","Q2","4","6","34","Sacramento","6/30/2025","30196","14860","","45056","4521994576","3317652301","1551113839","9390760716","1.72","5851.87"
"2025","Q2","4","6","35","San Benito","6/30/2025","1141","530","","1671","139840267","48999274","68483743","257323284","2","3850.88"
"2025","Q2","4","6","36","San Bernardino","6/30/2025","61991","7037","","69028","12150029092","1074076128","2129869581","15353974801","4.73","6955.61"
"2025","Q2","4","6","37","San Diego","6/30/2025","87889","13085","","100974","15425661396","1506694532","3736413497","20668769425","1.36","6206.58"
"2025","Q2","4","6","38","San Francisco","6/30/2025","27825","","","27825","3776439440","","1164254041","4940693481","3.42","5867.62"
"2025","Q2","4","6","39","San Joaquin","6/30/2025","14779","3448","","18227","4780138091","975163366","828056034","6583357491","4.88","8169.4"
"2025","Q2","4","6","4","Butte","6/30/2025","4995","1484","","6479","794368403","117052749","197108468","1108529620","1.15","5341.67"
"2025","Q2","4","6","40","San Luis Obispo","6/30/2025","7412","4283","","11695","1154366242","346186801","318235408","1818788451","2.39","6511.09"
"2025","Q2","4","6","41","San Mateo","6/30/2025","18062","1851","","19913","4080473170","500179640","1144495320","5725148130","4.96","7650.49"
"2025","Q2","4","6","42","Santa Barbara","6/30/2025","10525","3347","","13872","1781873536","265100585","468415666","2515389787","0.13","5625.61"
"2025","Q2","4","6","43","Santa Clara","6/30/2025","49015","1912","1","50928","11405668993","130773087","2744153304","14280595384","2.04","7429.07"
"2025","Q2","4","6","44","Santa Cruz","6/30/2025","5119","4288","","9407","763612270","298640664","243627471","1305880405","2.17","4951.96"
"2025","Q2","4","6","45","Shasta","6/30/2025","5231","2278","","7509","750041568","120942644","181414491","1052398703","-0.36","5840.14"
"2025","Q2","4","6","46","Sierra","6/30/2025","18","104","","122","907392","2480246","5494598","8882236","2.65","2801.97"
"2025","Q2","4","6","47","Siskiyou","6/30/2025","1397","857","","2254","116370302","28483911","70674349","215528562","-0.74","4976.3"
"2025","Q2","4","6","48","Solano","6/30/2025","9787","613","","10400","2106096849","68980834","437584599","2612662282","0.99","5807.99"
"2025","Q2","4","6","49","Sonoma","6/30/2025","13157","6384","","19541","1963592808","510166016","522109643","2995868467","-0.7","6204.58"
"2025","Q2","4","6","5","Calaveras","6/30/2025","201","1693","","1894","23183663","80913917","45993404","150090984","-2.08","3356.09"
"2025","Q2","4","6","50","Stanislaus","6/30/2025","10486","2808","","13294","2076106594","686181582","493279505","3255567681","0.29","5857.81"
"2025","Q2","4","6","51","Sutter","6/30/2025","2061","485","","2546","373311850","151719382","77009115","602040347","-1.01","6004.97"
"2025","Q2","4","6","52","Tehama","6/30/2025","890","1017","","1907","186577572","41952086","54155713","282685371","-12.31","4360.61"
"2025","Q2","4","6","53","Trinity","6/30/2025","","970","","970","","20802209","9347581","30149790","-2.21","1898.12"
"2025","Q2","4","6","54","Tulare","6/30/2025","7381","2758","","10139","1872212546","396925523","392169858","2661307927","-5.8","5462.35"
"2025","Q2","4","6","55","Tuolumne","6/30/2025","547","1417","","1964","80029160","125733394","59473341","265235895","3.58","4879.52"
"2025","Q2","4","6","56","Ventura","6/30/2025","22579","2218","","24797","4030679893","177485144","834228796","5042393833","1.75","6082.46"
"2025","Q2","4","6","57","Yolo","6/30/2025","4664","816","","5480","1047862015","122110107","283934330","1453906452","-2.27","6449.39"
"2025","Q2","4","6","58","Yuba","6/30/2025","445","1056","","1501","52572019","142478640","73513983","268564642","-1.63","3158.73"
"2025","Q2","4","6","59","Statewide","6/30/2025","","","111259","111259","","","72476178","72476178","-38.26",""
"2025","Q2","4","6","6","Colusa","6/30/2025","359","240","","599","64964511","77010709","24109159","166084379","-4.5","7540.38"
"2025","Q2","4","6","7","Contra Costa","6/30/2025","23372","3536","","26908","4067415085","349895668","1131625090","5548935843","-2.03","4790.9"
"2025","Q2","4","6","8","Del Norte","6/30/2025","229","308","","537","39684398","27675844","29817598","97177840","-0.03","3661.01"
"2025","Q2","4","6","9","El Dorado","6/30/2025","1780","4658","","6438","249538315","361217415","221688215","832443945","2.45","4363.6"
"2025","Q2","4","6","","TOTAL","6/30/2025","1059237","167295","111263","1337795","175361843005","20625881309","41428550712","237416275026","1.02",""
"2025","Q1","1","3","1","Alameda","3/31/2025","44572","2696","","47268","7115635831","228139104","1855941871","9199716806","0.24","5533.72"
"2025","Q1","1","3","10","Fresno","3/31/2025","20307","4097","","24404","4074533967","486169065","823158654","5383861686","1.22","5191.5"
"2025","Q1","1","3","11","Glenn","3/31/2025","550","334","","884","68321675","36028312","20841966","125191953","-2.32","4262.72"
"2025","Q1","1","3","12","Humboldt","3/31/2025","2973","2753","","5726","309991661","84234392","117427431","511653484","-0.66","3823.53"
"2025","Q1","1","3","13","Imperial","3/31/2025","3197","558","","3755","583202444","112123798","179467280","874793522","-7.11","4690.61"
"2025","Q1","1","3","14","Inyo","3/31/2025","360","384","","744","48234672","37159484","28549201","113943357","-5.32","6060.82"
"2025","Q1","1","3","15","Kern","3/31/2025","14831","7660","","22491","2759596166","1613567031","863711545","5236874742","1.55","5667.85"
"2025","Q1","1","3","16","Kings","3/31/2025","2141","506","","2647","381884244","53972143","116998713","552855100","-2.31","3589.62"
"2025","Q1","1","3","17","Lake","3/31/2025","634","1272","","1906","63707871","77722939","43267825","184698635","3.91","2746.28"
"2025","Q1","1","3","18","Lassen","3/31/2025","301","410","","711","31562818","18698476","25686593","75947887","2.41","2644.79"
"2025","Q1","1","3","19","Los Angeles","3/31/2025","325187","22417","1","347605","37455744209","1662750688","8902111701","48020606598","-1.47","4861.95"
"2025","Q1","1","3","2","Alpine","3/31/2025","","78","","78","","6378893","2788622","9167515","-19.06","7788.88"
"2025","Q1","1","3","20","Madera","3/31/2025","1758","1761","","3519","279298841","166669764","132005263","577973868","2.41","3554.6"
"2025","Q1","1","3","21","Marin","3/31/2025","7971","1733","","9704","1114879024","116540287","295810953","1527230264","3.55","5999.73"
"2025","Q1","1","3","22","Mariposa","3/31/2025","","672","","672","","32674213","17604103","50278316","-8.29","2972.06"
"2025","Q1","1","3","23","Mendocino","3/31/2025","1490","2642","","4132","173883747","115629605","66622638","356135990","-5","3964.69"
"2025","Q1","1","3","24","Merced","3/31/2025","3753","1324","","5077","603709946","191557244","191056339","986323529","1.8","3365.37"
"2025","Q1","1","3","25","Modoc","3/31/2025","153","235","","388","8599620","4158778","11996602","24755000","7.66","2915.44"
"2025","Q1","1","3","26","Mono","3/31/2025","434","257","","691","85751328","6642933","25044486","117438747","0.28","9258.81"
"2025","Q1","1","3","27","Monterey","3/31/2025","8925","3383","","12308","1474283393","281784053","371506010","2127573456","4.32","4848.28"
"2025","Q1","1","3","28","Napa","3/31/2025","4961","2724","","7685","600185822","242221043","171470008","1013876873","-0.78","7448.19"
"2025","Q1","1","3","29","Nevada","3/31/2025","2415","2442","","4857","245892160","56047872","113150495","415090527","0.32","4136.26"
"2025","Q1","1","3","3","Amador","3/31/2025","734","740","","1474","36721153","63508902","38070347","138300402","1.26","3495.7"
"2025","Q1","1","3","30","Orange","3/31/2025","115191","2582","1","117774","16908407369","208618850","3238308175","20355334394","1.19","6410.27"
"2025","Q1","1","3","31","Placer","3/31/2025","10130","3770","","13900","2193587609","475294670","517611024","3186493303","4.37","7560.86"
